work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,duplicate_similarity_score,similar_work_id,is_duplicate_flag,mp_allocated_limit,mp_total_sanctioned,mp_utilization_pct,work_status,anomaly_label,anomaly_score,risk_score,risk_level,shap_top_attribution,anomaly_reason
WS/MP18023/2024-2025/138485-Construction of community centers and community halls,Assam,KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA),BIJULI KALITA MEDHI,GUWAHATI,Normal/Others,Construction of Community hall at Piyali Phukan Nagar near lakshmi mandir,2024-09-02,2025-02-10,1200000.0,161,0.1129,WS/MP18023/2024-2025/147016-Construction of community centers and community halls,False,147000000.0,44700000.0,30.41,Vendor Identification,1,0.015220715969323395,19.7,Low,state_Assam (-2.1053),"Sanction amount (₹ 1,200,000) is 4.0x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18354/2024-2025/138486-Purchase of IT systems, including hardware and software for educational purposes",Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,Purchase of IT systems. including hardware and software for educational purposes Girls Higher Secondary School Sitapur,2024-09-02,2024-11-25,999500.0,84,0.8374,"WS/MP18354/2024-2025/138490-Purchase of IT systems, including hardware and software for educational purposes",True,147000000.0,52567907.0,35.76,Physical Inspection,1,0.055798474479875515,34.4,Low,state_Chhattisgarh (-1.4625),"High text similarity (83.7%) with work 'WS/MP18354/2024-2025/138490-Purchase of IT systems, including hardware and software for educational purposes' under the same MP (Potential duplicate recommendation / split billing). | Sanction amount (₹ 999,500) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18354/2024-2025/138487-Purchase of IT systems, including hardware and software for educational purposes",Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,Purchase of IT systems. including hardware and software for educational purposes Government Girls Higher Secondary School Darima,2024-09-02,2024-11-25,999500.0,84,0.8526,"WS/MP18354/2024-2025/138749-Purchase of IT systems, including hardware and software for educational purposes",True,147000000.0,52567907.0,35.76,Physical Inspection,1,0.055798474479875515,34.8,Low,state_Chhattisgarh (-1.4625),"High text similarity (85.3%) with work 'WS/MP18354/2024-2025/138749-Purchase of IT systems, including hardware and software for educational purposes' under the same MP (Potential duplicate recommendation / split billing). | Sanction amount (₹ 999,500) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18354/2024-2025/138488-Purchase of IT systems, including hardware and software for educational purposes",Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,Purchase of IT systems. including hardware and software for educational purposes Government Multipurpose Higher Secondary School Ambikapur,2024-09-02,2024-11-25,999500.0,84,0.6426,"WS/MP18354/2024-2025/138746-Purchase of IT systems, including hardware and software for educational purposes",False,147000000.0,52567907.0,35.76,Physical Inspection,1,0.055798474479875515,28.5,Low,state_Chhattisgarh (-1.4625),"Sanction amount (₹ 999,500) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18354/2024-2025/138489-Purchase of IT systems, including hardware and software for educational purposes",Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,"Purchase of IT systems. including hardware and software for educational purposes NEET/JE, Weekly Coaching Institute Ambikapur",2024-09-02,2024-11-25,999500.0,84,0.3743,"WS/MP18354/2024-2025/138746-Purchase of IT systems, including hardware and software for educational purposes",False,147000000.0,52567907.0,35.76,Physical Inspection,1,0.055798474479875515,20.5,Low,state_Chhattisgarh (-1.4625),"Sanction amount (₹ 999,500) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18354/2024-2025/138490-Purchase of IT systems, including hardware and software for educational purposes",Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,Purchase of IT systems. including hardware and software for educational purposes Girls Higher Secondary School Salka,2024-09-02,2024-11-25,999500.0,84,0.8374,"WS/MP18354/2024-2025/138486-Purchase of IT systems, including hardware and software for educational purposes",True,147000000.0,52567907.0,35.76,Physical Inspection,1,0.055798474479875515,34.4,Low,state_Chhattisgarh (-1.4625),"High text similarity (83.7%) with work 'WS/MP18354/2024-2025/138486-Purchase of IT systems, including hardware and software for educational purposes' under the same MP (Potential duplicate recommendation / split billing). | Sanction amount (₹ 999,500) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP18173/2024-2025/138501-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,Normal/Others,Providing Cement Concrete Pavement at Kalaingar Nagar in Vengandur Panchayat,2024-09-05,2024-09-24,399856.0,19,0.1815,"WS/MP18173/2024-2025/137919-Construction of roads, link roads, pathways or any other road with or without drainage system",False,168337124.35,70962826.0,42.16,Physical Inspection,1,0.07759805851410467,10.9,Low,state_Tamil Nadu (-1.0465),Standard project parameters within normal baseline limits.
WS/MP18173/2024-2025/138502-Construction of community centers and community halls,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,Normal/Others,Construction of Waiting Shed at Nanalmedu Village in Vengandur Panchayat,2024-09-05,2024-09-24,599480.0,19,0.1253,"WS/MP18173/2024-2025/138501-Construction of roads, link roads, pathways or any other road with or without drainage system",False,168337124.35,70962826.0,42.16,Physical Inspection,1,0.07975187729897681,8.9,Low,state_Tamil Nadu (-1.0473),Standard project parameters within normal baseline limits.
"WS/MP575/2024-2025/138505-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),C R Patil,NAVSARI,Normal/Others,"for block Paving in Patel Faliya, Talav Faliya At Rahej Village",2024-09-03,2024-10-17,500000.0,44,0.4135,"WS/MP575/2025-2026/163012-Construction of roads, link roads, pathways or any other road with or without drainage system",False,158532494.36,48358530.0,30.5,Physical Inspection,1,0.07730175347998575,18.0,Low,state_Gujarat (-1.094),Standard project parameters within normal baseline limits.
WS/MP745/2025-2026/138563-Lighting of public spaces,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Providing Highmass light at ward no-32 Golden nagar -Tiruppur corporation,2024-09-03,2025-07-03,511070.0,303,0.3023,WS/MP745/2025-2026/138565-Lighting of public spaces,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.07540094101054123,14.9,Low,state_Tamil Nadu (-1.0474),Standard project parameters within normal baseline limits.
WS/MP745/2024-2025/138564-Lighting of public spaces,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Providing Highmass light at ward no 43 Vetathallankadu Ration shop near - Tiruppur corporation,2024-09-03,2025-03-27,539160.0,205,0.2527,WS/MP745/2025-2026/189025-Lighting of public spaces,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.07687204117525248,13.2,Low,state_Tamil Nadu (-1.1071),Standard project parameters within normal baseline limits.
WS/MP745/2025-2026/138565-Lighting of public spaces,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Providing Highmass light at ward no 24 Sathya nagar - Tiruppur corporation,2024-09-03,2025-07-03,509737.0,303,0.3023,WS/MP745/2025-2026/138563-Lighting of public spaces,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.07540094101054123,14.9,Low,state_Tamil Nadu (-1.0474),Standard project parameters within normal baseline limits.
WS/MP745/2025-2026/138566-Construction of community centers and community halls,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Construction of New Ration Shop building at ward no.20 Ramanathapuram 3rd street(32BB003PN) - Tiruppur corporation,2024-09-03,2025-09-24,1345965.0,386,0.2984,WS/MP745/2025-2026/138569-Construction of community centers and community halls,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.05310382498870647,18.7,Low,state_Tamil Nadu (-1.1255),"Sanction amount (₹ 1,345,965) is 4.5x higher than the typical amount for work category 'Normal/Others'. | Severe sanction delay of 386 days (> 1 year) between recommendation and approval."
WS/MP745/2026-2027/138567-Installing tube-wells and borewells,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,"Supply of New Borewell at Ward no.11, K.P.S Street,Shastri Street, Tiruppur Corporation.",2024-09-03,2026-06-23,1000000.0,658,0.4419,WS/MP745/2025-2026/189092-Installing tube-wells and borewells,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.024547209596536335,27.9,Low,state_Tamil Nadu (-1.1124),"Sanction amount (₹ 1,000,000) is 3.3x higher than the typical amount for work category 'Normal/Others'. | Severe sanction delay of 658 days (> 1 year) between recommendation and approval."
WS/MP745/2025-2026/138568-Construction of rooms and halls in school and colleges,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Construction of Two classroom building at ward no.14 Periyar colony MMS - Triruppur corporation,2024-09-03,2025-10-30,3245416.0,422,0.1122,WS/MP745/2025-2026/146609-Construction of water tanks,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.012526703288177843,20.1,Low,state_Tamil Nadu (-1.0269),"Sanction amount (₹ 3,245,416) is 10.8x higher than the typical amount for work category 'Normal/Others'. | Severe sanction delay of 422 days (> 1 year) between recommendation and approval."
WS/MP745/2025-2026/138569-Construction of community centers and community halls,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,Construction of Ration shop Building at ward no.1 Priyanka nagar - Tiruppur corporation,2024-09-03,2025-09-24,1350000.0,386,0.2984,WS/MP745/2025-2026/138566-Construction of community centers and community halls,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.05310382498870647,18.7,Low,state_Tamil Nadu (-1.1255),"Sanction amount (₹ 1,350,000) is 4.5x higher than the typical amount for work category 'Normal/Others'. | Severe sanction delay of 386 days (> 1 year) between recommendation and approval."
WS/MP313/2024-2025/138570-Construction of boundary walls of existing public and community buildings,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,Normal/Others,"C/o Wall near Petrol Pump, Dura- Rengging in East Siang District",2024-09-15,2025-01-10,2500000.0,117,0.1183,WS/MP313/2024-2025/151644-Construction of boundary walls of existing public and community buildings,False,147000000.0,49995613.0,34.01,Work Completed,1,0.026434665293120052,17.9,Low,work_status_Work Completed (-0.8646),"Sanction amount (₹ 2,500,000) is 8.3x higher than the typical amount for work category 'Normal/Others'."
WS/MP745/2024-2025/138572-Construction of water tanks,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,"Construction of 30000 ltr OHT at Aathiyur Kalaivani garden H/o. Veliampathi, Uthukuli Block",2024-09-03,2025-03-14,998871.0,192,0.2708,WS/MP745/2025-2026/189094-Construction of water tanks,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.07444539425187624,14.2,Low,state_Tamil Nadu (-1.0702),"Sanction amount (₹ 998,871) is 3.3x higher than the typical amount for work category 'Normal/Others'."
"WS/MP745/2025-2026/138574-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,"Providing BT Road at Mallankattupudur H/o. Punjaithalavaipalayam, Uthukuli block",2024-09-03,2025-06-19,1501451.0,289,0.1258,WS/MP745/2024-2025/138572-Construction of water tanks,False,147000000.0,58530896.0,39.82,Physical Inspection,1,0.05883912948507719,12.5,Low,state_Tamil Nadu (-1.0331),"Sanction amount (₹ 1,501,451) is 5.0x higher than the typical amount for work category 'Normal/Others'."
WS/MP423/2024-2025/138575-Providing drains and gutters for public drainage,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Cover Slab Drain from H/O Sintu Sadhukhan to Mahadevpur Khal At Sadhukhan Para. (90 mtr),2024-09-03,2024-12-09,299987.0,97,0.1119,"WS/MP423/2024-2025/138586-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,48618624.0,33.07,Work partially Completed,1,0.03608525377315264,16.0,Low,work_status_Work partially Completed (-1.2185),Standard project parameters within normal baseline limits.
"WS/MP423/2024-2025/138576-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Road & Slab from H/O Jahangir Thander to H/O Anisur Purkait at Thander Para. (126 mtr),2024-09-03,2024-11-28,299999.0,86,0.0809,"WS/MP423/2024-2025/138450-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,48618624.0,33.07,Work partially Completed,1,0.036541209551412435,15.0,Low,work_status_Work partially Completed (-1.2304),Standard project parameters within normal baseline limits.
"WS/MP423/2024-2025/138577-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Road From  H/O Saud Molla to H/O Miraj Molla at Laskar Para. (59.9 mtr),2024-09-03,2024-11-28,99926.0,86,0.1032,"WS/MP423/2024-2025/137567-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,48618624.0,33.07,Work partially Completed,1,0.029015669912013153,17.0,Low,work_status_Work partially Completed (-1.2598),Standard project parameters within normal baseline limits.
"WS/MP423/2024-2025/138578-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Road From H/O Saidul Sarder to H/O Rausun Sarder(50 mtr),2024-09-03,2024-11-28,99973.0,86,0.0784,"WS/MP423/2024-2025/139244-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,48618624.0,33.07,Physical Inspection,1,0.07074663982242568,9.0,Low,state_West Bengal (-1.0509),Standard project parameters within normal baseline limits.
"WS/MP423/2024-2025/138579-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Road From V.K.Pally H/O Swapan Dey To H/O Sanjib Kar.(100 mtr),2024-09-03,2024-11-28,300000.0,86,0.0709,"WS/MP423/2024-2025/138041-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,48618624.0,33.07,Work partially Completed,1,0.036541209551412435,14.7,Low,work_status_Work partially Completed (-1.2304),Standard project parameters within normal baseline limits.
